timestamp,component_id,discharge_pressure_psi,suction_pressure_psi,flow_rate_m3_h,bearing_temperature_c,vibration_rms_mm_s,motor_current_amps,reactor_inlet_pressure_psi,reactor_bed_temp_c,sv402_relief_valve_status,lube_oil_pressure_bar,status_indicator
2026-09-05 10:15:00,P-101A,105.24,19.86,375.31,68.45,2.254,174.5,96.74,398.2,CLOSED,3.45,NOMINAL
2026-09-05 10:20:00,P-101A,107.03,19.28,377.38,68.53,2.454,177.8,98.53,397.6,CLOSED,3.5,NOMINAL
2026-09-05 10:25:00,P-101A,106.56,19.94,377.34,68.95,2.244,175.8,98.06,397.2,CLOSED,3.34,NOMINAL
2026-09-05 10:30:00,P-101A,105.77,19.53,378.21,68.88,2.347,177.7,97.27,397.2,CLOSED,3.32,NOMINAL
2026-09-05 10:35:00,P-101A,105.08,19.91,374.49,69.18,2.489,175.5,96.58,398.0,CLOSED,3.31,NOMINAL
2026-09-05 10:40:00,P-101A,106.8,20.37,374.14,69.04,2.285,174.0,98.3,398.4,CLOSED,3.48,NOMINAL
2026-09-05 10:45:00,P-101A,107.57,20.28,378.89,69.06,2.494,176.8,99.07,398.2,CLOSED,3.33,NOMINAL
2026-09-05 10:50:00,P-101A,107.18,20.2,375.91,68.84,2.422,177.2,98.68,398.0,CLOSED,3.34,NOMINAL
2026-09-05 10:55:00,P-101A,107.15,19.61,378.23,69.03,2.488,176.7,98.65,397.9,CLOSED,3.31,NOMINAL
2026-09-05 11:00:00,P-101A,105.54,20.16,377.18,68.87,2.243,178.2,97.04,397.6,CLOSED,3.31,NOMINAL
2026-09-05 11:05:00,P-101A,105.87,20.04,380.73,68.83,2.341,175.3,97.37,398.8,CLOSED,3.31,NOMINAL
2026-09-05 11:10:00,P-101A,106.31,19.86,379.25,68.73,2.224,177.3,97.81,397.3,CLOSED,3.4,NOMINAL
2026-09-05 11:15:00,P-101A,106.71,19.96,374.05,69.53,2.37,177.9,98.21,397.5,CLOSED,3.4,NOMINAL
2026-09-05 11:20:00,P-101A,107.28,20.04,375.19,68.86,2.323,174.6,98.78,397.2,CLOSED,3.38,NOMINAL
2026-09-05 11:25:00,P-101A,105.85,19.97,378.21,68.97,2.251,178.1,97.35,398.4,CLOSED,3.49,NOMINAL
2026-09-05 11:30:00,P-101A,106.36,19.47,376.63,68.84,2.247,176.2,97.86,398.8,CLOSED,3.45,NOMINAL
2026-09-05 11:35:00,P-101A,107.68,19.78,376.15,69.44,2.373,174.4,99.18,397.1,CLOSED,3.48,NOMINAL
2026-09-05 11:40:00,P-101A,106.78,19.91,376.23,69.6,2.286,176.0,98.28,398.3,CLOSED,3.34,NOMINAL
2026-09-05 11:45:00,P-101A,107.15,20.36,378.92,68.93,2.262,176.6,98.65,397.5,CLOSED,3.31,NOMINAL
2026-09-05 11:50:00,P-101A,108.13,19.53,376.03,69.56,2.329,177.7,99.63,397.0,CLOSED,3.44,NOMINAL
2026-09-05 11:55:00,P-101A,105.98,19.98,379.65,69.54,2.483,177.4,97.48,397.7,CLOSED,3.39,NOMINAL
2026-09-05 12:00:00,P-101A,107.24,20.35,381.85,69.22,2.386,174.0,98.74,398.6,CLOSED,3.46,NOMINAL
2026-09-05 12:05:00,P-101A,107.79,20.14,376.69,69.26,2.489,176.5,99.29,398.7,CLOSED,3.49,NOMINAL
2026-09-05 12:10:00,P-101A,107.64,20.1,376.19,69.21,2.478,174.5,99.14,398.5,CLOSED,3.39,NOMINAL
2026-09-05 12:15:00,P-101A,105.83,20.09,380.32,69.2,2.32,177.3,97.33,398.9,CLOSED,3.39,NOMINAL
2026-09-05 12:20:00,P-101A,107.07,19.59,377.61,69.68,2.341,175.7,98.57,398.5,CLOSED,3.45,NOMINAL
2026-09-05 12:25:00,P-101A,107.87,20.21,374.96,69.32,2.252,177.5,99.37,397.8,CLOSED,3.38,NOMINAL
2026-09-05 12:30:00,P-101A,107.62,19.28,377.84,69.57,2.331,175.8,99.12,397.9,CLOSED,3.35,NOMINAL
2026-09-05 12:35:00,P-101A,106.04,20.14,376.99,69.57,2.494,174.4,97.54,397.5,CLOSED,3.39,NOMINAL
2026-09-05 12:40:00,P-101A,106.47,19.23,380.13,69.47,2.271,174.7,97.97,397.2,CLOSED,3.39,NOMINAL
2026-09-05 12:45:00,P-101A,107.14,20.29,375.09,69.28,2.238,176.5,98.64,398.4,CLOSED,3.46,NOMINAL
2026-09-05 12:50:00,P-101A,107.16,19.91,375.66,69.39,2.346,176.4,98.66,397.2,CLOSED,3.38,NOMINAL
2026-09-05 12:55:00,P-101A,105.88,20.11,381.37,69.71,2.296,174.7,97.38,398.7,CLOSED,3.3,NOMINAL
2026-09-05 13:00:00,P-101A,106.19,19.48,374.77,69.7,2.204,177.3,97.69,397.7,CLOSED,3.33,NOMINAL
2026-09-05 13:05:00,P-101A,106.1,19.92,379.25,69.74,2.386,173.6,97.6,397.3,CLOSED,3.41,NOMINAL
2026-09-05 13:10:00,P-101A,107.11,20.08,374.71,68.99,2.326,176.7,98.61,397.2,CLOSED,3.32,NOMINAL
2026-09-05 13:15:00,P-101A,106.74,19.79,378.69,69.47,2.42,173.5,98.24,397.2,CLOSED,3.48,NOMINAL
2026-09-05 13:20:00,P-101A,104.62,19.4,374.9,69.2,2.428,177.6,96.12,398.2,CLOSED,3.31,NOMINAL
2026-09-05 13:25:00,P-101A,105.67,19.76,376.15,68.99,2.436,175.8,97.17,397.2,CLOSED,3.32,NOMINAL
2026-09-05 13:30:00,P-101A,106.21,19.63,375.19,69.57,2.277,174.1,97.71,397.8,CLOSED,3.49,NOMINAL
2026-09-05 13:35:00,P-101A,104.44,19.5,377.76,69.41,2.311,175.4,95.94,397.8,CLOSED,3.44,NOMINAL
2026-09-05 13:40:00,P-101A,105.9,19.87,378.29,69.42,2.311,178.2,97.4,397.2,CLOSED,3.36,NOMINAL
2026-09-05 13:45:00,P-101A,104.31,19.37,379.33,68.92,2.314,176.0,95.81,397.4,CLOSED,3.31,NOMINAL
2026-09-05 13:50:00,P-101A,105.52,19.83,381.07,69.44,2.219,178.4,97.02,398.5,CLOSED,3.36,NOMINAL
2026-09-05 13:55:00,P-101A,103.77,19.3,377.99,69.34,2.227,174.6,95.27,398.7,CLOSED,3.46,NOMINAL
2026-09-05 14:00:00,P-101A,104.33,19.97,380.73,69.37,2.379,176.4,95.83,398.4,CLOSED,3.4,NOMINAL
2026-09-05 14:05:00,P-101A,104.6,19.38,375.15,68.8,2.441,177.2,96.1,398.7,CLOSED,3.37,NOMINAL
2026-09-05 14:10:00,P-101A,103.34,19.61,378.75,69.42,2.455,175.2,94.84,398.6,CLOSED,3.36,NOMINAL
2026-09-05 14:15:00,P-101A,104.6,19.93,375.11,68.9,2.349,173.8,96.1,397.4,CLOSED,3.36,NOMINAL
2026-09-05 14:20:00,P-101A,103.12,20.38,376.78,69.31,2.48,177.2,94.62,397.7,CLOSED,3.44,NOMINAL
2026-09-05 14:25:00,P-101A,103.04,20.25,380.35,69.06,2.319,178.4,94.54,398.9,CLOSED,3.39,NOMINAL
2026-09-05 14:30:00,P-101A,103.29,19.29,375.69,69.04,2.219,177.4,94.79,397.6,CLOSED,3.49,NOMINAL
2026-09-05 14:35:00,P-101A,103.29,19.45,376.56,68.98,2.269,176.5,94.79,397.8,CLOSED,3.35,NOMINAL
2026-09-05 14:40:00,P-101A,104.09,20.24,380.83,68.72,2.374,178.4,95.59,398.7,CLOSED,3.33,NOMINAL
2026-09-05 14:45:00,P-101A,103.66,19.45,374.58,68.87,2.289,176.0,95.16,399.0,CLOSED,3.31,NOMINAL
2026-09-05 14:50:00,P-101A,103.26,19.83,377.71,69.09,2.428,177.8,94.76,398.4,CLOSED,3.48,NOMINAL
2026-09-05 14:55:00,P-101A,103.19,20.11,377.92,68.33,2.231,177.9,94.69,397.6,CLOSED,3.31,NOMINAL
2026-09-05 15:00:00,P-101A,103.37,19.88,374.82,68.42,2.203,178.0,94.87,397.6,CLOSED,3.35,NOMINAL
2026-09-05 15:05:00,P-101A,102.52,20.18,377.94,68.73,2.263,176.6,94.02,397.3,CLOSED,3.31,NOMINAL
2026-09-05 15:10:00,P-101A,102.18,20.11,378.53,68.3,2.388,175.1,93.68,398.6,CLOSED,3.45,NOMINAL
2026-09-05 15:15:00,P-101A,103.58,19.64,380.46,68.31,2.471,174.1,95.08,398.1,CLOSED,3.33,NOMINAL
2026-09-05 15:20:00,P-101A,103.14,20.08,378.53,68.09,2.27,176.4,94.64,397.6,CLOSED,3.31,NOMINAL
2026-09-05 15:25:00,P-101A,102.72,19.93,381.73,68.32,2.296,175.1,94.22,397.8,CLOSED,3.43,NOMINAL
2026-09-05 15:30:00,P-101A,102.01,19.77,379.41,68.21,2.389,174.3,93.51,398.2,CLOSED,3.43,NOMINAL
2026-09-05 15:35:00,P-101A,101.91,19.38,381.44,68.14,2.472,174.3,93.41,398.0,CLOSED,3.44,NOMINAL
2026-09-05 15:40:00,P-101A,102.14,20.02,374.74,68.16,2.481,175.9,93.64,398.6,CLOSED,3.36,NOMINAL
2026-09-05 15:45:00,P-101A,101.96,19.8,376.65,68.27,2.306,173.5,93.46,398.7,CLOSED,3.39,NOMINAL
2026-09-05 15:50:00,P-101A,103.24,19.71,374.95,67.97,2.236,173.8,94.74,398.9,CLOSED,3.46,NOMINAL
2026-09-05 15:55:00,P-101A,103.3,20.25,378.9,67.97,2.239,175.3,94.8,398.3,CLOSED,3.31,NOMINAL
2026-09-05 16:00:00,P-101A,101.46,20.33,380.07,68.27,2.447,177.1,92.96,398.7,CLOSED,3.49,NOMINAL
2026-09-05 16:05:00,P-101A,102.68,19.25,375.97,67.97,2.406,178.0,94.18,398.2,CLOSED,3.35,NOMINAL
2026-09-05 16:10:00,P-101A,101.27,19.88,376.97,67.96,2.448,176.3,92.77,398.1,CLOSED,3.3,NOMINAL
2026-09-05 16:15:00,P-101A,101.67,19.71,381.14,67.69,2.292,177.3,93.17,397.5,CLOSED,3.44,NOMINAL
2026-09-05 16:20:00,P-101A,100.89,20.11,379.82,67.59,2.22,173.5,92.39,398.9,CLOSED,3.46,NOMINAL
2026-09-05 16:25:00,P-101A,102.08,19.64,379.14,68.06,2.265,175.3,93.58,398.9,CLOSED,3.37,NOMINAL
2026-09-05 16:30:00,P-101A,101.48,20.36,378.66,67.65,2.289,173.8,92.98,397.1,CLOSED,3.47,NOMINAL
2026-09-05 16:35:00,P-101A,102.6,19.98,375.94,68.04,2.325,177.3,94.1,397.3,CLOSED,3.38,NOMINAL
2026-09-05 16:40:00,P-101A,102.27,20.14,379.26,67.79,2.321,173.9,93.77,397.5,CLOSED,3.44,NOMINAL
2026-09-05 16:45:00,P-101A,101.32,20.17,375.5,67.6,2.293,174.1,92.82,397.8,CLOSED,3.37,NOMINAL
2026-09-05 16:50:00,P-101A,100.9,19.72,377.79,67.79,2.202,175.8,92.4,398.1,CLOSED,3.37,NOMINAL
2026-09-05 16:55:00,P-101A,102.23,20.16,376.89,67.73,2.221,177.2,93.73,397.2,CLOSED,3.43,NOMINAL
2026-09-05 17:00:00,P-101A,101.04,19.77,376.4,67.13,2.299,173.7,92.54,398.3,CLOSED,3.44,NOMINAL
